Unnamed: 0.1,Unnamed: 0,File Name,Description
77,25,S.I.PH01.01.027.jpg,لقطة لأضرار حريق المسجد الأقصى من ذاك اليوم، ومُلتقطها غير معلوم.
78,26,S.I.PH01.01.029.jpg,صوره لقبه المسجد الاقصي تظهر اثار حرقه يوم يظهر ان الصوره مستنسخه في ومصورها مجهول
79,26,S.I.PH01.01.029.jpg,صورة لقبة المسجد الأقصى تظهر عليها آثار حريق. ويُلاحظ أن الصورة مستنسخة ومصورها مجهول.
80,26,S.I.PH01.01.029.jpg,تُظهر الصورة قبة المسجد الأقصى وعليها علامات حريق، ويبدو أنها نسخة غير أصلية لمصور غير معروف.
81,27,S.I.PH01.01.030.jpg,صوره لجماهير القدس اثناء محاولتهم اطفاء حريق المسجد الاقصي يوم ومصورها مجهول
82,27,S.I.PH01.01.030.jpg,توثق الصورة محاولة جماهير القدس إخماد حريق المسجد الأقصى، ومصورها غير معروف.
83,27,S.I.PH01.01.030.jpg,تُظهر اللقطة جماهير القدس أثناء سعيهم لإطفاء حريق المسجد الأقصى، والتقطها مصور مجهول.
84,28,S.I.PH01.01.031.jpg,صوره لاثار حريق المسجد الاقصي يوم ومصورها مجهول
85,28,S.I.PH01.01.031.jpg,صورة لآثار حريق المسجد الأقصى في يومٍ غير معلوم، ومصوّرها مجهول الهوية.
86,28,S.I.PH01.01.031.jpg,لقطة تُظهر بقايا الحريق الذي شب في المسجد الأقصى ذات يوم، ولم يُعرف لها مصور.
87,29,S.I.PH01.01.032.jpg,صوره لجماهير القدس اثناء محاولتهم اطفاء حريق المسجد الاقصي يوم ومصورها مجهول
88,29,S.I.PH01.01.032.jpg,تُظهر الصورة جماهير القدس وهم يحاولون إخماد حريق المسجد الأقصى، ومصورها مجهول.
89,29,S.I.PH01.01.032.jpg,هذه لقطة لجماهير القدس أثناء محاولتهم إطفاء حريق المسجد الأقصى، التقطها مصور غير معروف.
90,30,S.I.PH01.01.033.jpg,جماهير القدس في مظاهرات احتجاجيه علي حرق المسجد الاقصي وفي الخلفيه قبه الصخره يوم
91,30,S.I.PH01.01.033.jpg,يتظاهر أهالي القدس احتجاجاً على إحراق المسجد الأقصى، وتظهر قبة الصخرة في الخلفية.
92,30,S.I.PH01.01.033.jpg,حشود القدس في مظاهرات تنديداً بحرق المسجد الأقصى، وقبة الصخرة بادية في الخلفية.
93,31,S.I.PH01.01.034.jpg,صوره لاثار حريق المسجد الاقصي علي منبر صلاح الدين الايوبي يوم مصورها مجهول
94,31,S.I.PH01.01.034.jpg,صورة لآثار حريق على منبر صلاح الدين الأيوبي في المسجد الأقصى، وتاريخ تصويرها مجهول.
95,31,S.I.PH01.01.034.jpg,تُظهر الصورة آثار حريق على منبر صلاح الدين الأيوبي بالمسجد الأقصى، وتاريخ التقاطها غير معروف.
96,32,S.I.PH01.01.035.jpg,صوره لسياره اطفاء رام الله اثناء محاوله وقف حريق المسجد الاقصي يوم ومصورها مجهول
97,32,S.I.PH01.01.035.jpg,صورة لسيارة إطفاء تابعة لرام الله أثناء محاولتها إخماد حريق المسجد الأقصى، ومصورها مجهول.
98,32,S.I.PH01.01.035.jpg,مشهد لسيارة إطفاء رام الله وهي تسعى لوقف حريق المسجد الأقصى، ومصورها غير معروف.
99,33,S.I.PH01.01.037.jpg,صوره لاثار حريق المسجد الاقصي يوم ومصورها مجهول
100,33,S.I.PH01.01.037.jpg,صورة لآثار حريق المسجد الأقصى من يوم وقوعه، ومصورها مجهول.
101,33,S.I.PH01.01.037.jpg,صورة تظهر بقايا حريق المسجد الأقصى، التقطت يوم وقوعه، ومصورها غير معروف.
102,34,S.I.PH01.01.038.jpg,صوره لاثار حريق المسجد الاقصي يوم ومصورها مجهول
103,34,S.I.PH01.01.038.jpg,صورة لآثار حريق المسجد الأقصى، التقطها مصور مجهول في يوم ما.
104,34,S.I.PH01.01.038.jpg,هذه اللقطة توثّق آثار حريق المسجد الأقصى، وقد التقطت في يوم لا يُعرف مصورها.
105,35,S.I.PH01.01.039.jpg,صوره لجماهير القدس اثناء محاولتهم اطفاء حريق المسجد الاقصي يوم ومصورها مجهول
106,35,S.I.PH01.01.039.jpg,لقطة لجماهير القدس وهم يحاولون إطفاء الحريق الذي شب في المسجد الأقصى يومها، ومصورها غير معروف.
107,35,S.I.PH01.01.039.jpg,صورة تظهر أهالي القدس في محاولتهم إخماد حريق المسجد الأقصى الذي وقع يومئذ، ومصورها مجهول.
108,36,S.I.PH01.01.040.jpg,صوره لقبه المسجد الاقصي تحترق يوم مصورها مجهول
109,36,S.I.PH01.01.040.jpg,صورة تُظهر قبة المسجد الأقصى وهي تحترق، وتاريخ التقاطها مجهول.
110,36,S.I.PH01.01.040.jpg,يُظهر هذا التصوير قبة المسجد الأقصى وقد اشتعلت فيها النيران، بينما تاريخ التقاطه غير معروف.
111,37,S.I.PH01.01.041.jpg,صوره لاثار حريق المسجد الاقصي علي منبر صلاح الدين الايوبي يوم مصورها مجهول
112,37,S.I.PH01.01.041.jpg,آثار حريق المسجد الأقصى ظاهرة على منبر صلاح الدين الأيوبي، ومصور الصورة وتاريخها مجهولان.
113,37,S.I.PH01.01.041.jpg,منبر صلاح الدين الأيوبي في المسجد الأقصى يظهر عليه أثر حريق، ومصور الصورة وتاريخ التقاطها مجهولان.
114,38,S.I.PH01.01.042.jpg,صوره لاثار حريق المسجد الاقصي علي منبر صلاح الدين الايوبي يوم مصورها مجهول
115,38,S.I.PH01.01.042.jpg,لقطة لأثار حريق المسجد الأقصى على منبر صلاح الدين الأيوبي، تاريخ التقاطها مجهول.
116,38,S.I.PH01.01.042.jpg,صورة تظهر بقايا حريق المسجد الأقصى على منبر صلاح الدين الأيوبي، غير معلوم متى التقطت.
117,39,S.I.PH01.01.043.jpg,صوره لحريق سطح المسجد الاقصي يوم مصورها مجهول
118,39,S.I.PH01.01.043.jpg,صورة لحريق على سطح المسجد الأقصى، التقطها مصور مجهول.
119,39,S.I.PH01.01.043.jpg,لقطة لحريق سطح المسجد الأقصى في يوم لا يُعرف مصوره.
120,40,S.I.PH01.01.047.jpg,صوره لجماهير القدس اثناء محاولتهم اطفاء حريق المسجد الاقصي يوم ومصورها مجهول
121,40,S.I.PH01.01.047.jpg,تُظهر الصورة جماهير القدس أثناء محاولتهم إخماد حريق المسجد الأقصى في ذلك اليوم، ومصورها غير معروف.
122,40,S.I.PH01.01.047.jpg,هذه لقطة لحشود القدس وهم يحاولون إطفاء النيران التي شبّت في المسجد الأقصى، والتقطها مصور مجهول.
123,41,S.I.PH01.01.048.jpg,صوره لاحتراق سطح المسجد الاقصي يوم مصورها مجهول
124,41,S.I.PH01.01.048.jpg,صورة لاحتراق سطح المسجد الأقصى، التقطها مصور مجهول في تاريخ غير معروف.
125,41,S.I.PH01.01.048.jpg,تُظهر الصورة اشتعال سطح المسجد الأقصى، وهي لقطة لمصور وتاريخ غير معلومين.
126,42,S.I.PH01.01.050.jpg,صوره لاحتراق سطح المسجد الاقصي يوم مصورها مجهول
127,42,S.I.PH01.01.050.jpg,تظهر الصورة احتراق سطح المسجد الأقصى، ومصورها مجهول.
128,42,S.I.PH01.01.050.jpg,صورة لاحتراق سطح المسجد الأقصى التقطها مصور مجهول.
129,43,S.I.PH01.01.051.jpg,صوره لاحتراق سطح المسجد الاقصي يوم مصورها مجهول
130,43,S.I.PH01.01.051.jpg,تُظهر الصورة احتراق سقف المسجد الأقصى في تاريخ غير معلوم.
131,43,S.I.PH01.01.051.jpg,هذه الصورة تبين حريقاً في سطح المسجد الأقصى، وقد التقطت في يوم مجهول.
132,44,S.I.PH01.01.052.jpg,صوره لاثار حريق المسجد الاقصي علي منبر صلاح الدين الايوبي كتب تعقيبا عليها منبر صلاح الدين لم يبق له اثر يوم مصورها مجهول
133,44,S.I.PH01.01.052.jpg,تُظهر الصورة آثار حريق المسجد الأقصى على منبر صلاح الدين الأيوبي، ويُعلق عليها بأن منبر صلاح الدين لم يعد له أثر، ويوم تصويرها مجهول.
134,44,S.I.PH01.01.052.jpg,الصورة لآثار حريق المسجد الأقصى على منبر صلاح الدين الأيوبي، مع تعقيب مكتوب يُفيد بأن منبر صلاح الدين لم يبقَ منه شيء، وتاريخ التقاطها غير معروف.
135,45,S.I.PH01.01.053.jpg,صوره لشب القدس ترقب اثار احتراق سقف المسجد الاقصي يوم ومصورها مجهول
136,45,S.I.PH01.01.053.jpg,شاب من القدس يظهر في صورة وهو يراقب آثار احتراق سقف المسجد الأقصى، يوم ومصورها مجهول.
137,45,S.I.PH01.01.053.jpg,صورة تُبين شاباً مقدسياً يتأمل آثار حريق سقف المسجد الأقصى، يوم ومصورها مجهول.
138,46,S.I.PH01.01.054.jpg,صوره لاثار احتراق سطح المسجد الاقصي يوم ومصورها مجهول
139,46,S.I.PH01.01.054.jpg,صورة لآثار احتراق سقف المسجد الأقصى، وتاريخ التقاطها ومصورها مجهولان.
140,46,S.I.PH01.01.054.jpg,تُظهر هذه الصورة بقايا حريق على سطح المسجد الأقصى، التقطها مصور مجهول في يوم غير محدد.
141,47,S.I.PH01.01.056.jpg,صوره لبعض ناء القدس وجنود الاحتلال يرقبون اثار حرق المسجد الاقصي يوم ومصورها مجهول
142,47,S.I.PH01.01.056.jpg,صورة لمصور مجهول تظهر وجهاء من القدس وجنود الاحتلال يرقبون آثار حريق المسجد الأقصى في ذلك اليوم.
143,47,S.I.PH01.01.056.jpg,في صورة لمصور مجهول، يراقب جنود الاحتلال وبعض أهالي القدس آثار حريق المسجد الأقصى الذي وقع في يوم الحادثة.
144,48,S.I.PH01.01.057.jpg,صوره لاثار احتراق سطح المسجد الاقصي يوم ومصورها مجهول
145,48,S.I.PH01.01.057.jpg,صورة لآثار احتراق سطح المسجد الأقصى الذي وقع في يومٍ ما، ومصورها غير معروف.
146,48,S.I.PH01.01.057.jpg,لقطة تبيّن علامات حريق بسقف المسجد الأقصى حدثت في يومٍ ما، وملتقطها مجهول.
147,49,S.I.PH01.01.058.jpg,صوره لاثار حريق المسجد الاقصي علي منبر صلاح الدين الايوبي كتب تعقيبا عليها منبر صلاح الدين لم يبق له اثر يوم مصورها مجهول
148,49,S.I.PH01.01.058.jpg,صورة لآثار حريق المسجد الأقصى على منبر صلاح الدين الأيوبي، مع الإشارة إلى أن المنبر لم يبق له أثر وقت التقاطها ومصورها مجهول.
149,49,S.I.PH01.01.058.jpg,هذه الصورة تظهر آثار حريق المسجد الأقصى على منبر صلاح الدين الأيوبي الذي لم يعد له وجود وقت تصويره، ومصورها غير معروف.
150,50,S.I.PH01.01.059.jpg,صوره لجماهير القدس اثناء محاولتهم اطفاء حريق المسجد الاقصي يوم ومصورها مجهول
151,50,S.I.PH01.01.059.jpg,جماهير القدس تُرى في الصورة وهم يحاولون إطفاء حريق المسجد الأقصى، وقد التُقطت يومًا ومصورها مجهول.
152,50,S.I.PH01.01.059.jpg,صورة لأهالي القدس أثناء سعيهم لإخماد نيران المسجد الأقصى، تم التقاطها في يوم غير محدد ومصوّرها غير معروف.
153,51,S.I.PH01.01.060.jpg,صوره لاثار حريق المسجد الاقصي علي منبر صلاح الدين الايوبي كتب تعقيبا عليها منبر صلاح الدين لم يبق له اثر يوم مصورها مجهول
154,51,S.I.PH01.01.060.jpg,صورة تظهر آثار حريق المسجد الأقصى على منبر صلاح الدين الأيوبي، وقد كُتب عليها تعليق يفيد بأن المنبر لم يعد له وجود، ومصورها مجهول.
155,51,S.I.PH01.01.060.jpg,تعرض هذه الصورة آثار حريق المسجد الأقصى التي أصابت منبر صلاح الدين الأيوبي، مع تعقيب يذكر أن المنبر تلاشى تماماً، بينما ظل مصورها مجهول الهوية.
156,52,S.I.PH01.01.062.jpg,صوره لمنبر صلاح الدين الايوبي كتب تعقيبا عليها منبر صلاح الدين الذي حرق يوم ولم يبق له اي اثر مصورها وتاريخها مجهولين
157,52,S.I.PH01.01.062.jpg,تُظهر الصورة منبر صلاح الدين الأيوبي، وقد كُتب تعقيبٌ عليها يفيد بأنه حُرق ولم يبقَ له أي أثر، بينما مصورها وتاريخها مجهولان.
158,52,S.I.PH01.01.062.jpg,صورة لمنبر صلاح الدين الأيوبي كُتب تعقيبٌ عليها يذكر أن المنبر حُرق ولم يعد له وجود، ومصور الصورة وتاريخها غير معروفين.
159,53,S.I.PH01.01.063.jpg,صوره للنيران وهي تلتهم سطح المسجد الاقصي يوم ومصورها مجهول
160,53,S.I.PH01.01.063.jpg,صورة تُظهر ألسنة اللهب وهي تلتهم سقف المسجد الأقصى، التقطت خلال يوم ما بواسطة مصور مجهول.
161,53,S.I.PH01.01.063.jpg,التقطت صورة للنيران وهي تأكل سطح المسجد الأقصى في يوم غير محدد، ومصورها غير معروف.
162,54,S.I.PH01.01.064.jpg,سيارات اطفاء رام الله والخليل تحاول اطفاء حريق المسجد الاقصي المبارك يوم ومصورها مجهول
163,54,S.I.PH01.01.064.jpg,محاولة سيارات إطفاء رام الله والخليل إخماد حريق المسجد الأقصى المبارك، في يوم غير محدد ومصورها غير معروف.
164,54,S.I.PH01.01.064.jpg,جهود إطفاء حريق المسجد الأقصى المبارك من قِبل سيارات رام الله والخليل، في يوم ومصورها مجهول.
165,55,S.I.PH01.01.065.jpg,صوره لجماهير القدس اثناء محاولتهم اطفاء حريق المسجد الاقصي يوم ومصورها مجهول
166,55,S.I.PH01.01.065.jpg,صورة تُظهِر جماهير القدس في محاولتهم لإطفاء حريق المسجد الأقصى يوم اندلاعه، ومصورها مجهول.
167,55,S.I.PH01.01.065.jpg,مشهد لجماهير القدس وهم يسعون لإخماد حريق المسجد الأقصى، وقد التُقط في يوم الحادثة بواسطة مصور مجهول.
168,56,S.I.PH01.01.066.jpg,صوره لاثار احتراق سطح المسجد الاقصي يوم ومصورها مجهول
169,56,S.I.PH01.01.066.jpg,صورة لآثار احتراق سطح المسجد الأقصى في يوم ما، ومصورها مجهول.
170,56,S.I.PH01.01.066.jpg,تُظهر هذه الصورة آثار حريق بسطح المسجد الأقصى وقع في يوم سابق، والتقطها مصور غير معلوم.
171,57,S.I.PH01.01.069.jpg,صوره لاستقبال مفتي القدس الشيخ سعد الدين العلمي لرؤساء الطوائف المسيحيه اللذين قدموا علي داره لاظهار استيائهم من حرق المسجد الاقصي التقطت بتاريخ ومصورها مجهول
172,57,S.I.PH01.01.069.jpg,تُظهر هذه الصورة استقبال مفتي القدس، الشيخ سعد الدين العلمي، لرؤساء الطوائف المسيحية الذين حضروا إلى داره للتعبير عن استيائهم من حرق المسجد الأقصى، وقد التقطت الصورة بتاريخ ومصور مجهولين.
173,57,S.I.PH01.01.069.jpg,تُوثّق الصورة استقبال مفتي القدس، الشيخ سعد الدين العلمي، لرؤساء الطوائف المسيحية الذين زاروا داره للتعبير عن استيائهم من حرق المسجد الأقصى، مع بقاء تاريخ التقاطها ومصورها مجهولين.
174,58,S.I.PH01.01.071.jpg,صوره لمفتي القدس الشيخ سعد الدين العلمي اثناء رده علي خط رؤساء الطوائف المسيحيه اللذين قدموا علي داره لاظهار استيائهم من حرق المسجد الاقصي التقطت بتاريخ ومصورها مجهول
175,58,S.I.PH01.01.071.jpg,تُظهر الصورة مفتي القدس الشيخ سعد الدين العلمي وهو يرد على رؤساء الطوائف المسيحية الذين زاروا داره للتعبير عن استيائهم من حرق المسجد الأقصى، وهي مجهولة التاريخ والمصور.
176,58,S.I.PH01.01.071.jpg,لقطة لمفتي القدس الشيخ سعد الدين العلمي، تُصوّره أثناء إجابته على رؤساء الطوائف المسيحية الذين قدموا إلى منزله لإبداء غضبهم من احتراق المسجد الأقصى، وتاريخها ومصورها غير معروفين.
177,59,S.I.PH01.01.072.jpg,صوره لاستقبال مفتي القدس الشيخ سعد الدين العلمي لرؤساء الطوائف المسيحيه اللذين قدموا علي داره لاظهار استيائهم من حرق المسجد الاقصي التقطت بتاريخ ومصورها مجهول
178,59,S.I.PH01.01.072.jpg,تُظهر الصورة استقبال مفتي القدس الشيخ سعد الدين العلمي لرؤساء الطوائف المسيحية الذين زاروه في داره، وذلك لإبداء استيائهم من حرق المسجد الأقصى. التقطت بتاريخ ومصور مجهولين.
179,59,S.I.PH01.01.072.jpg,صورة توثق استقبال مفتي القدس الشيخ سعد الدين العلمي لرؤساء الطوائف المسيحية في منزله، الذين قدموا استنكاراً لحرق المسجد الأقصى. تاريخها ومصورها مجهولان.
180,60,S.I.PH01.01.073.jpg,صوره لاستقبال مفتي القدس الشيخ سعد الدين العلمي ووجهاء المدينه لرؤساء الطوائف المسيحيه اللذين قدموا علي داره لاظهار استيائهم من حرق المسجد الاقصي التقطت بتاريخ ومصورها مجهول
181,60,S.I.PH01.01.073.jpg,صورة لاستقبال مفتي القدس الشيخ سعد الدين العلمي ووجهاء المدينة لرؤساء الطوائف المسيحية، الذين زاروا داره لإظهار استيائهم من حرق المسجد الأقصى، التقطت بتاريخ ومصور مجهولين.
